-0.42173576, 0.6894455, 0.087851018, -0.48383832, -0.1958916, -0.31113607, 0.54954219, 0.053767428, -0.3050006, 0.02759847
-0.52432054, -0.14362489, -0.0044216057, 0.41774583, 0.21562587, -0.25658447, -1.0093967, 0.81247967, -0.039855227, 0.82342559
0.68279988, -0.51203734, -0.44108358, -0.082171015, 0.31950575, 1.0809366, 0.29602104, -0.4064582, -0.38759062, -0.91137427
0.15514416, 0.067890249, 0.94782341, -0.016842995, -0.58045655, 0.032776237, 0.36219403, 0.74393183, -0.86707062, -0.87146461
0.50543529, -0.27301005, -0.038634464, 0.1628544, -0.68812948, 0.33254427, 0.20286544, 0.09509819, 0.15144913, -0.075180665
-0.19613512, -0.18659531, -0.71295667, 0.18661167, 0.47121099, 0.24233311, -0.61038274, 0.75100702, -0.035477143, 0.36311743
-0.3407765, 1.1258357, -0.078863963, -0.24007769, -0.18894701, 0.27762979, 0.055859793, 0.78755748, -0.72189581, -0.60184431
-0.59952468, 0.77795839, -0.63483894, -0.0046642846, 0.076267973, -0.52231407, -0.54115564, 1.18006, -0.5901348, 0.60108805
-0.37663338, 0.51098251, -0.022314699, -0.25236377, -0.34636676, 0.26431328, 0.38337135, -0.075953983, 0.19795933, -0.42921516
0.6502139, -0.30758208, -0.18283248, 0.36186212, -0.22067304, 0.23674957, 0.14688981, -0.85516322, -0.47789314, 0.59552276
0.98053032, -0.28319147, 0.43702477, 0.33680168, -0.70481128, 0.51431173, 0.36306578, 0.19383314, -0.96333367, -0.99965382
-0.51411229, -0.052124545, 0.087381795, 0.064985432, -0.067977376, 0.057562072, 0.02174525, 0.29740852, 0.065822788, 0.05485338
-0.12202968, -0.5970608, -0.16789025, -0.75728691, 0.3324582, 0.4262464, -0.52118081, 0.20775937, -0.038971633, 0.78142256
0.15434203, -0.36890104, 0.58211225, 0.51559633, -0.56404155, -0.49941355, -0.88139284, 0.21015935, 0.18698514, -0.0438511
0.45486033, -0.30026531, 0.68192482, -0.26414716, -0.2183474, 0.18804118, 0.38171342, -0.73582566, 0.24863932, -0.44337228
-0.52533144, 1.1898404, 0.39217335, 0.61265898, -0.60962909, -0.16448872, -0.42145211, -0.15702407, 0.40922484, -0.44721273
